# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.0,0.0,0,0.0,-111.27361184728765,0.0,0.7144014085899916,1.3997732758865804,0.0,0.0
 0.059611215972576,0.00888374267432275,0.14902803993144,2.5,-111.27361184728765,0.0,0.7144014085899916,1.3997732758865804,0.0,0.0
 0.08425159351702148,0.01774582752539354,0.3596570237239937,8.548123234419938,-111.63680020821066,0.0,0.7175628263262585,1.3936061949024714,-14.739561529359309,-598.1873249617456
 0.10312440015874115,0.026586604770250433,0.46843998418940674,5.764005456662742,-112.00071255017177,0.0,0.7206649277774113,1.3876074184490712,-19.2823647732738,-240.7062886911748
 0.1190065950174659,0.035406424144127854,0.5553274879405179,5.470749132849245,-112.36532553216338,0.0,0.7237064044782041,1.3817758055091482,-22.95734218317598,-231.3897696503427
 0.1329746364731923,0.044205634862944106,0.6299530787266447,5.3425951678811066,-112.73061553402808,0.0,0.726685970985158,1.3761102318300078,-26.15184118851137,-228.70056732440165
 0.14558102291924907,0.052984585585537314,0.6963891484811041,5.27003277574759,-113.0965586651768,0.0,0.7296023666094061,1.3706095892303372,-29.028392292636607,-228.18205014054692
 0.15715422282037142,0.06174362437568737,0.7568381143490502,5.223185150554937,-113.4631307736607,0.0,0.7324543564785467,1.3652727861538627,-31.67422248088415,-228.61699537315977
 0.1679084258325723,0.07048309866393106,0.8126566216323583,5.190389954511812,-113.83030745546598,0.0,0.7352407330199966,1.3600987473755792,-34.142621390791604,-229.528762578408
 0.1779925337863301,0.07920335520919462,0.864752399047255,5.166126508540936,-114.19806406407774,0.0,0.7379603173887029,1.355086413777008,-36.46892816877525,-230.69038814848867
 0.18751505545983532,0.08790474006026278,0.9137689731154146,5.147436335539122,-114.56637572033395,0.0,0.7406119607229945,1.3502347423930174,-38.67795410547266,-231.97909255944674
 0.19655797975875117,0.09658759851710406,0.960182588046466,5.132589126795617,-114.93521732253967,0.0,0.7431945453668253,1.3455427064610934,-40.78786795217723,-233.32207336486536
 0.2051850628989108,0.10525227509207494,1.0043576066441542,5.120504564520842,-115.30456355675605,0.0,0.7457069862287065,1.3410092951620847,-42.812411589852225,-234.67301807381637
 0.21344705523480392,0.11389911347102358,1.046580295334288,5.110472991690273,-115.67438890743172,0.0,0.7481482319630566,1.336633513623514,-44.762248092268315,-236.00076387692695
 0.221385145368253,0.12252845647430625,1.0870805015076421,5.102008857608799,-116.04466766811613,0.0,0.7505172661989631,1.3324143827690418,-46.64582468321401,-237.28334640706436
 0.22903331287632112,0.131140646017757,1.126046145611436,5.094768657026475,-116.4153739525585,0.0,0.7528131087594234,1.3283509391167763,-48.46994839630635,-238.50467594597683
 0.23641998483513058,0.13973602307360844,1.1636332442786321,5.088502491621991,-116.78648170586342,0.0,0.7550348165215465,1.3244422351369316,-50.240183315887634,-239.65257012260753
 0.24356923256553203,0.1483149276314056,1.1999730435016591,5.083024199664482,-117.15796471587659,0.0,0.7571814848985551,1.3206873384311253,-51.96113269840534,-240.71754783367655
 0.25050165561043564,0.1568776986589233,1.2351772204399203,5.078192243928572,-117.52979662480564,0.0,0.7592522484091259,1.3170853324376939,-53.63664429025492,-241.69205788462875
 0.2572350474279211,0.16542467406311204,1.2693417575958885,5.073897091098854,-117.9019509409463,0.0,0.7612462821585576,1.313635315451975,-55.26996292926961,-242.56996819541175
 0.2637849052930035,0.17395619065109713,1.3025498818023142,5.070052647013849,-118.27440105055983,0.0,0.76316280231166,1.3103364013169245,-56.86384609947935,-243.346222626722
 0.2701648267937588,0.18247258409125428,1.334874330216906,5.066590303778033,-118.64712022991941,0.0,0.765001067245343,1.3071877188365943,-58.42065287409282,-244.016603406354
 0.27638682231566075,0.19097418887437162,1.3663791227735511,5.063454714125985,-119.02008165749736,0.0,0.7667603784770123,1.304188411490775,-59.94241337286329,-244.57756252214358
 0.2824615643056208,0.19946133827494597,1.3971209665532085,5.0606007350543525,-119.39325842622009,0.0,0.7684400810096118,1.301337638044796,-61.43088370493634,-245.02609897393208
 0.2883985882854528,0.2079343643126053,1.42715038147768,5.057991179837104,-119.76662355582565,0.0,0.7700395646255107,1.2986345714409164,-62.88758995649348,-245.35967119310126
 0.29420645656661376,0.21639359771370706,1.4565126121301717,5.055595139396348,-120.14015000538434,0.0,0.7715582640624445,1.2960783994908607,-64.31386379238636,-245.57613341874438
 0.29989289279548725,0.2248393678731141,1.4852483734052493,5.053386711552075,-120.51381068576192,0.0,0.77299565993156,1.2936683242031897,-65.71087150864102,-245.67368032040824
 0.3054648934435408,0.23327200281618435,1.5133944655975669,5.051344027059634,-120.88757847227447,0.0,0.7743512790434346,1.2914035620052335,-67.0796380189051,-245.65081677480347
 0.31092882089699564,0.24169182916099,1.540984285851335,5.049448494474967,-121.26142621726342,0.0,0.77562469512245,1.2892833432052175,-68.42106674614952,-245.50632098825503
 0.3162904817289247,0.2500991720807882,1.568048256564807,5.047684208651215,-121.635326762819,0.0,0.7768155290733278,1.287306912096507,-69.73595631580838,-245.23922920088435
 0.32155519294004054,0.2584943552667668,1.5946141866724128,5.046037482837598,-122.00925295340429,0.0,0.7779234493046043,1.285473526853976,-71.02501459069153,-244.84880997108505
 0.32672783835546465,0.2668777008910866,1.6207075782387526,5.044496475349503,-122.38317764854318,0.0,0.7789481721710035,1.2837824591242106,-72.28887060843306,-244.3345553849294
